"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7ZJVMBT7","journalArticle","2004","Long, David S.; Smith, Michael L.; Pries, Axel R.; Ley, Klaus; Damiano, Edward R.","Microviscometry reveals reduced blood viscosity and altered shear rate and shear stress profiles in microvessels after hemodilution","Proceedings of the National Academy of Sciences","","","10.1073/pnas.0402937101","","We show that many salient hemodynamic flow properties, which have been difficult or impossible to assess in microvessels in vivo, can be estimated by using microviscometry and fluorescent microparticle image velocimetry in microvessels >20 𝜇m in diameter. Radial distributions in blood viscosity, shear stress, and shear rate are obtained and used to predict axial pressure gradient, apparent viscosity, and endothelial-cell surface-layer thickness in vivo. Based solely on microparticle image velocimetry data, which are readily obtainable during the course of most intravital microscopy protocols from systemically injected particle tracers, we show that the microviscometric method consistently predicted a reduction in local and apparent blood viscosity after isovolemic hemodilution. Among its clinical applications, hemodilution is a procedure that is used to treat various pathologies that require reduction in peripheral vascular-flow resistance. Our results are directly relevant in this context because they suggest that the fractional decrease in systemic hematocrit is ≈25–35% greater than the accompanying fractional decrease in microvascular-flow resistance in vivo. In terms of its fundamental usefulness, the microviscometric method provides a comprehensive quantitative analysis of microvascular hemodynamics that has applications in broad areas of medicine and physiology and is particularly relevant to quantitative studies of angiogenesis, tumor growth, leukocyte adhesion, vascular-flow resistance, tissue perfusion, and endothelial-cell mechanotransduction.","2004-07","2025-07-24 20:26:37","2025-07-24 20:26:37","2025-07-01","10060–10065","","27","101","","","","","","","","","","","","","","","","","Citation Key: longMicroviscometryRevealsReduced2004 Publisher: Proceedings of the National Academy of Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWVX94TC","journalArticle","2012","Secomb, Timothy W.; Dewhirst, Mark W.; Pries, Axel R.","Structural Adaptation of Normal and Tumour Vascular Networks","Basic & Clinical Pharmacology & Toxicology","","1742-7843","10.1111/j.1742-7843.2011.00815.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-7843.2011.00815.x","Abstract: Vascular networks are dynamic structures, adapting to changing conditions by structural remodelling of vessel diameters and by growth of new vessels and regression of existing vessels. The vast number of blood vessels in the circulatory system, more than 109, implies that vessels’ arrangement and structure are not under individual genetic control but emerge as a result of generic responses of each segment to the various stimuli that it experiences. To obtain insight into the types of response that are needed, a network-oriented approach has been used, in which theoretical models are used to simulate structural adaptation in vascular networks, and the results are compared with experimental observations. With regard to the structural control of vessel diameters, this approach shows that responses to both haemodynamic and metabolic stimuli are needed for the formation of functionally adequate and efficient network structures. Furthermore, information transfer in both upstream and downstream directions is essential for balancing flows between long and short flow pathways. Otherwise, functional shunting occurs, that is, short pathways become enlarged and flow bypasses longer pathways. Information transfer in the upstream direction is achieved by conducted responses communicated along vessel walls. Simulations of structural adaptation in tumour microvascular networks indicate that impaired vascular communication, resulting in functional shunting, may be an important factor causing the dysfunctional microcirculation and local hypoxia typically observed in tumours. Anti-angiogenic treatment of tumours may restore vascular communication and thereby improve or normalize flow distribution in tumour vasculature.","2012","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-09-19","63–69","","1","110","","","","","","","","","","en","","","","","","","Citation Key: Secomb2012 tex.copyright: © 2011 The Authors. Basic & Clinical Pharmacology & Toxicology © 2011 Nordic Pharmacological Society","","","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1742-7843.2011.00815.x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZV8QRD9","journalArticle","2014","Pries, Axel R.; Secomb, Timothy W.","Making Microvascular Networks Work: Angiogenesis, Remodeling, and Pruning","Physiology","","1548-9213","10.1152/physiol.00012.2014","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4280154/","The adequate and efficient functioning of the microcirculation requires not only numerous vessels providing a large surface area for transport but also a structure that provides short diffusion distances from capillaries to tissue and efficient distribution of convective blood flow. Theoretical models show how a combination of angiogenesis, remodeling, and pruning in response to hemodynamic and metabolic stimuli, termed “angioadaptation,” generates well organized, functional networks.","2014-11","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-09-19","446–455","","6","29","","","Making Microvascular Networks Work","","","","","","","","","","","","","","Citation Key: Pries2014 PMID: 25362638 tex.pmcid: PMC4280154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XL8LSNVY","journalArticle","2021","Ouarné, Marie; Pena, Andreia; Franco, Cláudio Areias","From remodeling to quiescence: The transformation of the vascular network","Cells & Development","","2667-2901","10.1016/j.cdev.2021.203735","","The vascular system is essential for embryogenesis, healing, and homeostasis. Dysfunction or deregulated blood vessel function contributes to multiple diseases, including diabetic retinopathy, cancer, hypertension, or vascular malformations. A balance between the formation of new blood vessels, vascular remodeling, and vessel quiescence is fundamental for tissue growth and function. Whilst the major mechanisms contributing to the formation of new blood vessels have been well explored in recent years, vascular remodeling and quiescence remain poorly understood. In this review, we highlight the cellular and molecular mechanisms responsible for vessel remodeling and quiescence during angiogenesis. We further underline how impaired remodeling and/or destabilization of vessel networks can contribute to vascular pathologies. Finally, we speculate how addressing the molecular mechanisms of vascular remodeling and stabilization could help to treat vascular-related disorders.","2021-12","2025-07-24 20:26:37","2025-07-24 20:26:37","","203735","","","168","","","From remodeling to quiescence","","","","","","","eng","","","","","","","Citation Key: Ouarne2021 PMID: 34425253","","","","Endothelial cell; Humans; Neovascularization; Pathologic; Angiogenesis; Vascular disease; Vascular quiescence; Vascular remodeling; Vascular Remodeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TM4VREWL","journalArticle","2018","Richard, Sophie; Brun, Amanda; Tedesco, Antonio; Gallois, Benjamin; Taghi, Naoual; Dantan, Philippe; Seguin, Johanne; Fleury, Vincent","Direct imaging of capillaries reveals the mechanism of arteriovenous interlacing in the chick chorioallantoic membrane","Communications Biology","","2399-3642","10.1038/s42003-018-0229-x","https://www.nature.com/articles/s42003-018-0229-x","Understanding vascular development in vertebrates is an important scientific endeavor. Normal vasculatures generally start off as a disorganized capillary lattice which progressively matures into a well-organized vascular loop comprising a hierarchy of arteries and veins. One striking feature of vascular development is the interlacing of arteries and veins. How arteries and veins manage to avoid themselves and interlace with such a perfect architecture is not understood. Here we present a detailed view of the development of the vasculature in the chorioallantoic membrane of the chicken embryo. We find that the origin of arteriovenous interlacing lies in the presence of an increased hemodynamic resistance at the distal part of the arteries due to vascular flattening onto the ectodermal surface. This reduces the vascular conductance distally, thus repelling veins away. In more proximal parts, vessels round off into cylinders and the increased flow attracts veins.","2018-12","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-09-19","1–11","","1","1","","","","","","","","","","en","","","","","","","Citation Key: Richard2018 Publisher: Nature Publishing Group tex.copyright: 2018 The Author(s)","","","","Angiogenesis; Cardiovascular biology; Time-lapse imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RXA6W7P","journalArticle","2016","Ronellenfitsch, Henrik; Katifori, Eleni","Global Optimization, Local Adaptation, and the Role of Growth in Distribution Networks","Physical Review Letters","","","10.1103/PhysRevLett.117.138301","https://link.aps.org/doi/10.1103/PhysRevLett.117.138301","Highly optimized complex transport networks serve crucial functions in many man-made and natural systems such as power grids and plant or animal vasculature. Often, the relevant optimization functional is nonconvex and characterized by many local extrema. In general, finding the global, or nearly global optimum is difficult. In biological systems, it is believed that such an optimal state is slowly achieved through natural selection. However, general coarse grained models for flow networks with local positive feedback rules for the vessel conductivity typically get trapped in low efficiency, local minima. In this work we show how the growth of the underlying tissue, coupled to the dynamical equations for network development, can drive the system to a dramatically improved optimal state. This general model provides a surprisingly simple explanation for the appearance of highly optimized transport networks in biology such as leaf and animal vasculature.","2016-09","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-09-19","138301","","13","117","","","","","","","","","","","","","","","","","Citation Key: Ronellenfitsch2016 Publisher: American Physical Society","","","https://journals.aps.org/prl/pdf/10.1103/PhysRevLett.117.138301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAML9E7Z","journalArticle","2022","Almeida, Rodrigo; Dilão, Rui","Adaptive Hagen–Poiseuille flows on graphs","Physica D: Nonlinear Phenomena","","0167-2789","10.1016/j.physd.2022.133322","https://www.sciencedirect.com/science/article/pii/S0167278922001014","We derive a class of equations describing low Reynolds number steady flows of incompressible and viscous fluids in networks made of straight channels, with several sources and sinks and adaptive conductivities. A graph represents the network, and the fluxes at sources and sinks control the flow. The adaptive conductivities describe the transverse channel elasticities, mirroring several network structures found in physics and biology. Minimising the dissipated energy per unit of time, we have found an explicit form for the adaptation equations and, asymptotically in time, a steady state tree geometry for the graph connecting sources and sinks is reached. A phase transition tuned by an order parameter for the adapted steady state graph has been found.","2022-08","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-09-19","133322","","","436","","","","","","","","","","","","","","","","","Citation Key: Almeida2022","","","https://www.sciencedirect.com/science/article/pii/S0167278922001014/pdfft?md5=ea8ba7d5cfac168b6d6c0f287f798189&pid=1-s2.0-S0167278922001014-main.pdf&isDTMRedir=Y","Biological networks; Flows in microchannels; Hagen–Poiseuille flows in networks; Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA2WKMMS","document","2023","Valente, Ana Filipa","Applications to Biological Networks of Adaptive Hagen-Poiseuille Flow on Graphs","","","","","http://arxiv.org/abs/2309.10577","Physarum polycephalum is a single-celled, multi-nucleated slime mold whose body constitutes a network of veins. As it explores its environment, it adapts and optimizes its network to external stimuli. It has been shown to exhibit complex behavior, like solving mazes, finding the shortest path, and creating cost-efficient and robust networks. Several models have been developed to attempt to mimic its network's adaptation in order to try to understand the mechanisms behind its behavior as well as to be able to create efficient networks. This thesis aims to study a recently developed, physically-consistent model based on adaptive Hagen-Poiseuille flows on graphs, determining the properties of the trees it creates and probing them to understand if they are realistic and consistent with experiment. It also intends to use said model to produce short and efficient networks, applying it to a real-life transport network example. We have found that the model is able to create networks that are consistent with biological networks: they follow Murray's law at steady state, exhibit structures similar to Physarum's networks, and even present peristalsis (oscillations of the vein radii) and shuttle streaming (the back-and-forth movement of cytoplasm inside Physarum's veins) in some parts of the networks. We have also used the model paired with different stochastic algorithms to produce efficient, short, and cost-efficient networks; when compared to a real transport network, mainland Portugal's railway system, all algorithms proved to be more efficient and some proved to be more cost-efficient.","2023-09","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-12-23","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: 2023 DOI: 10.48550/arXiv.2309.10577","","","","Physics - Fluid Dynamics","","","","","Valente, Ana Filipa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VNYKMGL","document","2023","Almeida; Almeida, Rodrigo; Dilão, Rui","Formation and Optimisation of Vein Networks in Physarum","","","","","http://arxiv.org/abs/2305.12244","Physarum polycephalum is an acellular slime mould that grows as a highly adaptive network of veins filled with protoplasm. As it forages, Physarum dynamically rearranges its network structure as a response to local stimuli information, optimising the connection between food sources. This high-level behaviour was already exploited to solve numerous optimisation problems. We develop a flow-based model for the adaptive network formation of Physarum, which solves some inconsistencies of previous models. We first derive a general class of equations describing the adaptation and flow dynamics of a static network comprised of elastic channels filled with an incompressible fluid undergoing a Hagen-Poiseuille flow. An explicit form of the model is obtained by minimising the total power dissipated by the network. Considering a more general functional form of the adaptive equations, a phase transition in the system is also found. The model is used for maze-solving and to build efficient and resilient networks in an arena mimicking mainland Portugal. By comparing the resulting networks with the real Portuguese railway system, we found that the model produced networks with a better overall performance when considering fluctuations in the network flows. Finally, the adaption model is extended to incorporate the network growth in the presence of multiple food sources. The coupling of both processes produces networks with similar traits to several network systems found in nature. We found that when the food sources operate alternately, the model can replicate the direct connections between the food sources observed in Physarum.","2023-05","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-12-23","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: 2023Almeida DOI: 10.48550/arXiv.2305.12244","","","","Physics - Fluid Dynamics","","","","","Almeida, Rodrigo; Dilão, Rui","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LY6RTHX","journalArticle","2010","Tero, Atsushi; Takagi, Seiji; Saigusa, Tetsu; Ito, Kentaro; Bebber, Dan P.; Fricker, Mark D.; Yumiki, Kenji; Kobayashi, Ryo; Nakagaki, Toshiyuki","Rules for biologically inspired adaptive network design","Science (New York, N.Y.)","","1095-9203","10.1126/science.1177894","","Transport networks are ubiquitous in both social and biological systems. Robust network performance involves a complex trade-off involving cost, transport efficiency, and fault tolerance. Biological networks have been honed by many cycles of evolutionary selection pressure and are likely to yield reasonable solutions to such combinatorial optimization problems. Furthermore, they develop without centralized control and may represent a readily scalable solution for growing networks in general. We show that the slime mold Physarum polycephalum forms networks with comparable efficiency, fault tolerance, and cost to those of real-world infrastructure networks–in this case, the Tokyo rail system. The core mechanisms needed for adaptive network formation can be captured in a biologically inspired mathematical model that may be useful to guide network construction in other domains.","2010-01","2025-07-24 20:26:37","2025-07-24 20:26:37","","439–442","","5964","327","","","","","","","","","","eng","","","","","","","Citation Key: Tero2010 PMID: 20093467","","","","Biological; Computer Simulation; Models; Algorithms; Food; Physarum polycephalum; Railroads; Systems Biology; Tokyo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHQMAER6","document","2024","Gounaris, Georgios; Jovchevska, Mija; Garcia, Miguel Ruiz; Katifori, Eleni","The central role of metabolism in vascular morphogenesis","","","","","http://arxiv.org/abs/2111.04657","As nutrients travel through microcirculation and are absorbed, their availability continuously decreases. However, a uniform nutrient distribution is critical, as it prevents tissue death in poorly supplied areas. How, then, do vascular networks achieve equi-perfusion? Given the extensive number of vessels in animal vascular systems, the structure of smaller vessels cannot be fully genetically predetermined and thus relies on a self-organizing developmental mechanism. We propose a simple, optimization-based adaptation rule to control vessel radii, aiming to equalize perfusion while minimizing flow resistance and material cost. This adaptation balances three competing factors: perfusion efficiency, energy dissipation, and material expenditure, which together drive complex network morphologies. These morphologies range from hierarchical architectures optimized for minimal resistance and material cost to dense networks that achieve efficient perfusion. Notably, metabolic demand is the primary factor modulating the transition between these contrasting structures. By applying our adaptation rule to networks in the rat mesentery and comparing the resulting optimal perfusion architectures with the experimental data, we can estimate the biologically relevant parameters, such as the oxygen absorption rate, for which the optimization and experimental networks align the most. Surprisingly, the optimal absorption rate we derive matches independent in vivo measurements. This suggests that reduced-order models like ours can provide valuable insights into the development and function of real vascular networks.","2024-11","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-12-23","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: 2024 DOI: 10.48550/arXiv.2111.04657","","","","Nonlinear Sciences - Adaptation and Self-Organizing Systems; Physics - Biological Physics; Quantitative Biology - Tissues and Organs","","","","","Gounaris, Georgios; Jovchevska, Mija; Garcia, Miguel Ruiz; Katifori, Eleni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73J52Y9U","document","","","Papers with Code - HRF Dataset","","","","","https://paperswithcode.com/dataset/hrf","The HRF dataset is a dataset for retinal vessel segmentation which comprises 45 images and is organized as 15 subsets. Each subset contains one healthy fundus image, one image of patient with diabetic retinopathy and one glaucoma image. The image sizes are 3,304 x 2,336, with a training/testing image split of 22/23.","","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-12-23","","","","","","","","","","","","","","en","","","","","","","Citation Key: HRFData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT83FV6C","document","2021","iMED","ROSE: Retinal OCT-Angiography segmentation dataset","","","","","https://zenodo.org/records/12775880","Retinal OCT-Angiography Vessel Segmentation Dataset (ROSE) is now open source. It includes two subsets: ROSE-1 and ROSE-2.  ROSE-1 subset consists of a total of 117 OCTA images from 39 subjects (26 with disease  and the rest are healthy control) and was split into 90 images for training and 27 images for testing. Each subject has en face angiograms of superficial (SVC), deep (DVC), and the inner retinal vascular plexus that includes both SVC and DVC (SVC+DVC) respectively. All the OCTA scans were captured by the RTVue XR Avanti SD-OCT system (Optovue, USA) equipped with AngioVue software, with image resolution of 304 × 304 pixels. The scan area was 3×3 mm2 area centred at the fovea. The manual annotations of these vascular network were graded  by image experts and clinicians, and the consensus of them was then used as the groundtruth. Two different types of vessel annotations are available: centerline-level and pixel-level annotation.  ROSE-2 subset contains a total of 112 OCT-A images of 112 eyes acquired by Heidelberg OCT2 system with Spectralis software (Heidelberg Engineering, Heidelberg, Germany) and was split into 90 images for training and 22 images for testing. All the images in this dataset are the en face angiograms of SVC within a 3×3 mm2 area centred at the fovea, and each image was resized into a grayscale image with 840 × 840 pixels. All the visible retinal vessels were manually traced using an in-house program written in Matlab (Mathworks R2018, Natwick) by an experienced clinical ophthalmologist.  code: iMED-Lab/OCTA-Net-OCTA-Vessel-Segmentation-Network (github.com) ROSE-O is a retinal structure detection dataset of OCTA images, with precise manual annotations of RV, RVJ and the FAZ. It contains 117 images which were captured using the Optovue Avanti RTVue XR with AngioVue software (Optovue, Fremont, USA): the images have a resolution of 304×304 pixels. The SVC, DVC and IVC angiograms of each participant were obtained by the device.  code: https://github.com/iMED-Lab/VAFF-Net","2021-07","2025-07-24 20:26:37","2025-07-24 20:26:37","2024-12-23","","","","","","","","","","","","Zenodo","","","","","","","","","Citation Key: 2021 DOI: 10.5281/zenodo.12775880","","","","","","","","","iMED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
